title,company,location,contract_type,posted_date,education_level,skills,languages,salary_range,description,url
Manager SI Achats SAP Ariba | CDI | H/F,PwC,Neuilly,CDI,2024-11-26,Bachelor's or Master's (Bac+5),Ivalua; Coupa; SAP Ariba; Jaggaer; Zycus; GEP; SAP Procurement; SAP Vendor Management; Source to Pay (S2P) Transformation,French; English,Not specified,"PwC is seeking a Manager for their SAP Advisory team, focused on supporting clients in their procurement system transformations, particularly in the Source to Pay processes. The role involves leading international projects, formulating business strategies, implementing procurement solutions such as Coupa and SAP Ariba, and ensuring the successful delivery of project outputs.",https://www.glassdoor.fr/job-listing/j?jl=1009540329550
Consultant senior SAP IBP | CDI | H/F,PwC,Neuilly,CDI,2024-11-26,"Bachelor's or Master's degree (Bac+5) from a business school, engineering school, or university",SAP; Supply Chain Planning (IBP); S/4HANA migration methodologies; demand planning; S&OP; inventory optimization; SAP IBP for Supply Chain configuration and implementation; SAP MM; SAP SD; SAP PP; SAP WM,English,Not specified,"The job description is for a Senior Associate position in the SAP Advisory team at PwC, aimed at individuals passionate about driving transformative solutions for clients. Candidates are expected to have a higher education degree (Bac+5) and over three years of experience in SAP consulting, particularly in supply chain planning (IBP), along with a strong grasp of various migration scenarios to S/4HANA and familiarity with SAP's offerings.",https://www.glassdoor.fr/job-listing/j?jl=1009463717188
Support HSEQ - Administration Sécurité des Drones (H/F),Syngenta Crop Protection,Guyancourt,CDD,2024-11-26,Bac + 3 / 5 ou équivalent,HSEQ; gestion de drones; réglementation HSE; techniques d'audit; outils bureautiques; Sharepoint,Anglais opérationnel,Not specified,"Syngenta Crop Protection is seeking a **Support HSEQ - Drone Safety Administration (M/F)** for a 9-month fixed-term contract based in Guyancourt (78) with an immediate start date. The primary responsibilities of this role include ensuring compliance and enhancing the safety tracking system for drones and remote pilots within Syngenta in France, providing support to the HSEQ team on compliance projects, training, and continuous improvement initiatives.",https://www.glassdoor.fr/job-listing/j?jl=1009415686539
Consultant Expérimenté en Comptabilité Banque | CDI | H/F,PwC,Neuilly,CDI,2024-11-26,Master's,comptabilité bancaire; production de comptes; reportings réglementaires; documentation comptable; référentiel comptable français; IFRS; reportings réglementaires; comptabilité technique d'assurances,English,Not specified,"The role of a Senior Associate within the Advisory Generalist team at PwC’s Operational Solutions focuses on providing operational support to financial and IT departments, particularly within the banking and insurance sectors. Key responsibilities include leveraging expertise in banking accounting for financial production work, preparing and securing compliance for regulatory reporting (such as SURFI, FINREP, and COREP), and contributing knowledge on financial matters in project contexts.",https://www.glassdoor.fr/job-listing/j?jl=1009505661237
Consultant junior SAP Architecture – Cloud - BTP | CDI | H/F,PwC,Neuilly,CDI,2024-11-26,"Bac+5 (Master's level from a business school, engineering school, or university)",ABAP; Java; Javascript; TOGAF; UML; project management tools; office software,English,Not specified,"PwC is seeking an Associate for their SAP Advisory practice, which is a rapidly growing sector within the consulting business. Candidates should be passionate about guiding clients through complex transformations and possess an entrepreneurial spirit to contribute to ambitious company projects.",https://www.glassdoor.fr/job-listing/j?jl=1009400116132
Responsable produit (F-H) - Initiatives & Solutions Stratégiques de marque,ENOVIA,Vélizy,CDI,2024-11-26,Not specified,expérience professionnelle de 5 ans minimum dans l’industrie; connaissance de la transformation numérique; expérience dans l'utilisation de solutions logicielles d'entreprise; capacité à travailler dans des environnements multidisciplinaires / multiculturels; force de proposition; conviction; qualités relationnelles; capacité à créer un environnement collaboratif efficace; établissement de relations de confiance,anglais courant,Not specified,"ENOVIA is seeking a Strategic Planning Manager for its Business Experiences portfolio to join its Strategy and Transformation team in Vélizy. The primary responsibilities include defining and incubating new offerings based on market trends, customer needs, and the company's strategy, with the goal of expanding ENOVIA's portfolio and value proposition across new domains.",https://www.glassdoor.fr/job-listing/j?jl=1009538004871
BALENCIAGA – EMEA Client Engagement Data Analyst Intern (F/H),Groupe Kering,Paris,Internship,2024-11-26,Master's,Data Analysis; Database Management; Business Intelligence Tools; MS Excel; PowerPoint; SQL,Not specified,Not specified,"The Balenciaga House is seeking an EMEA Client Engagement Data Analyst Intern to contribute to various analytical projects within the fashion brand. The primary responsibilities include conducting market analysis to identify trends and opportunities, producing and reviewing monthly KPIs and dashboards, ensuring database quality through deduplication and profile merging, and analyzing client purchasing behaviors.",https://www.glassdoor.fr/job-listing/j?jl=1009540278713
Manager SAP Procurement MM | CDI | H/F,PwC,Neuilly,CDI,2024-11-26,Master's (Bac+5),SAP; S/4HANA; P2P processes; integration between applications; management of idocs; design interfaces; Core Model S/4HANA; migration strategies (Greenfield; Brownfield; Selective Data Transition); SAP tool ecosystem; English,English,Not specified,"PwC is seeking a Manager to join their SAP Advisory team, focusing on driving significant growth through strategic transformation initiatives for clients. This role involves overseeing the implementation of SAP solutions, advising on end-to-end project management, and optimizing business processes specifically related to areas such as procurement to pay (P2P).",https://www.glassdoor.fr/job-listing/j?jl=1009437399981
Intern,Natixis,Paris,Internship,2024-11-26,Not specified,Not specified,Not specified,Not specified,"Natixis Corporate & Investment Banking is seeking a candidate for a role within their team, with a focus on defining action plans, coordinating efforts, and fostering trust-based relationships. The primary responsibilities will include creating strategic plans, managing project deployment, and contributing to methodology utilization in an international environment that emphasizes excellence and collaborative action.",https://www.glassdoor.fr/job-listing/j?jl=1009404909027
Data Analyst Intern m/f/d,Deezer,Paris,Internship,2024-11-25,Not specified,SQL; Data Visualization; Python,English,Not specified,"Deezer, a leading independent music streaming platform, is seeking a Data Analytics intern to support its analytics team in enhancing performance and decision-making throughout the company. The intern will collaborate with key stakeholders to grasp their objectives and challenges, monitor business KPIs, conduct comprehensive analyses, and automate business reports.",https://www.glassdoor.fr/job-listing/j?jl=1009335216129
Architecte Réseau/Sécurité F/H,Atos,Bezons,Not specified,2024-11-25,Not specified,Cisco; Firepower firewalls; Juniper; VMWare; Versa SD-WAN; Fortinet; Palo Alto; F5; Pulse Secure; Aruba; ZScaler; MPLS; OSPF; BGP; Spanning tree; MP-BGP; EVPN; VXLAN; DCI; load balancing; firewalls; wired network; Wifi; SD-WAN; SD-LAN; zero-trust security; network infrastructure; servers; storage; cloud (IaaS; PaaS; SaaS); automation; scripting,Français; Anglais,Not specified,"Atos is seeking a Network/Security Architect for its Hybrid Cloud & Infrastructures Business Unit in Bezons, aimed at contributing to key projects for major national and international clients in the Public and Defense sectors. The role entails developing comprehensive network solutions, selecting product vendors, and ensuring system interoperability and integration.",https://www.glassdoor.fr/job-listing/j?jl=1009445638696
Ingénieur/e Intégrateur Système de Communication Aérien - Défense & Sécurité - Le Plessis Robinson,CS Group,Le Plessis-Robinson,Not specified,2024-11-25,Bac+5,systèmes militaires complexes; contrôle aérien; rédaction documentation technique; procédures d’installation; procédures de mise en service; procédures de maintenance; outils de suivi de tests et d'anomalies; systèmes d'exploitation Linux; élaboration de processus de déploiement; validation interne et validation client; conduite de recette d’installation,,Not specified,"CS, une entreprise reconnue parmi les ""Meilleurs employeurs 2023"" par Capital Magazine et rattachée au groupe Sopra Steria, recherche un/une Ingénieur(e) Intégrateur Système de Communication Aérien pour sa Business Unit Défense & Sécurité. Ce poste, situé au sein de l'Agence Systèmes Opérationnels d'Informations, se concentre sur les systèmes de commandement et de conduite des opérations aérospatiales.",https://www.glassdoor.fr/job-listing/j?jl=1009380077414
Expert process et SI trésorerie - H/F,Dassault Systèmes,Vélizy,Not specified,2024-11-25,Formation supérieure en finance,connaissance d'un ERP tel que Peoplesoft; Oracle; SAP; connaissance d’un outil de trésorerie tel que Kyriba; connaissances des formats de paiement (XML) et des méthodes de paiement; bonnes compétences en comptabilité,Anglais courant,Not specified,"The position of Business Process Expert (BPE) in the Global Business Services (GBS) department at Dassault Systèmes focuses on enhancing finance processes, specifically within the global treasury stream across Asia, the Americas, and Europe. Key responsibilities include ensuring treasury processes are ""best in class"" through continuous optimization, defining and adhering to treasury standards and procedures, leading system and process evolution, and integrating newly acquired entities.",https://www.glassdoor.fr/job-listing/j?jl=1009347629009
Responsable technique Intégration système et logiciel - Cybersécurité - Le Plessis-Robinson,CS Group,Le Plessis-Robinson,Not specified,2024-11-25,Bac +5 en École d'ingénieur ou équivalent universitaire,C; C++; Bash/Shell; patterns d’architecture; modélisation logicielle; revues de code; Git; gestion de configuration; intégration et déploiement continu; OS et services Linux; OS et services BSD; outils de gestion des anomalies,Not specified,Not specified,"L'entreprise CS, une filiale autonome de Sopra Steria GROUP, est à la recherche d'un(e) Technical Lead pour rejoindre sa Business Unit Cybersécurité, spécialisée dans la sécurisation des systèmes d'exploitation au sein de solutions souveraines. Le candidat retenu sera responsable de l'intégration de logiciels tiers, de la conception à la mise en œuvre, en passant par la gestion d'équipe.",https://www.glassdoor.fr/job-listing/j?jl=1009380326051
Ingénieur Sécurité Cloud F/H,OUTSCALE,Saint-Cloud,Not specified,2024-11-25,Master's,"Linux; Scripting: Python; Scripting: Ruby; Scripting: Go; Scripting: Shell; PKI; Jira; Confluence; Security concepts (CISSP, CompTIA, OSCP, OSWE, CHFI); Incident detection and response (GCIH level)",English,Not specified,"OUTSCALE, a brand of Dassault Systèmes, seeks a Cloud Security Engineer to enhance their security team. The primary responsibilities include integrating into the security team at 3DS Outscale, implementing and managing security solutions, participating in incident detection and response as an analyst, administering the internal PKI, and ensuring compliance with security measures through audits and process improvement.",https://www.glassdoor.fr/job-listing/j?jl=1009341350870
HRIS & Projects intern,Euronext,Paris,Internship,2024-11-25,"Business School or University degree in HR, Economics or statistics",Project management; HR systems (Workday or Time & Attendance); client-service orientation; attention to detail; prioritization; communication skills (written and oral); interest in HR systems and functionalities,English,Not specified,"Euronext is seeking an HRIS Workday & Projects Intern to join its Group HRIS & HR Services department, contributing to HR processes and systems across its international operations. The intern will support local HR Directors and business partners by managing HRIS tools, ensuring data quality between Workday and other systems, and testing new functionalities.",https://www.glassdoor.fr/job-listing/j?jl=1009356416945
Chargé(e) d’affaires au Portfolio Management / Agency Financements Structurés F/H,Caisse d'Epargne Ile de France,Paris,CDI,2024-11-25,Bac+5 Université / Ecole de commerce,word; excel; connaissances financières; connaissances juridiques; analyse; mise en place; suivi d’opérations structurées,Not specified,Not specified,"La Caisse d’Epargne Ile-de-France recherche un professionnel pour le poste de Portfolio Management/Agency, intégrant une équipe dynamique chargée de gérer un portefeuille d'environ 70 clients dans divers secteurs tels que le LBO/Corporate, les projets d'infrastructures, les énergies renouvelables (ENR) et l'immobilier.",https://www.glassdoor.fr/job-listing/j?jl=1009386126910
Customer Support téléphonique - Clients Comptables - 100% télétravail,Pennylane,Paris,Not specified,2024-11-25,Not specified,Comptabilité; Finance; Gestion; Support Client; Résolution de problèmes; Communication claire et professionnelle; Flexibilité; Autonomie; Capacité à travailler en équipe,Anglais,Not specified,"Pennylane, une FinTech en forte croissance, recherche un membre pour son équipe de Partner Success, dont le principal objectif est d'assister les utilisateurs comptables dans l'utilisation de leur logiciel de gestion financière. Les responsabilités incluent fournir une assistance via chat, former les utilisateurs sur les fonctionnalités avancées, résoudre les anomalies et collaborer avec les équipes internes pour améliorer le produit.",https://www.glassdoor.fr/job-listing/j?jl=1009340475296
Directeur de clientèle - Financements LBO Corporate F/H,Caisse d'Epargne Ile de France,Paris,CDI,2024-11-25,Master's,analyse financière; risque de crédit; modélisation financière; rédaction de documentation de crédit; négociation,Not specified,Not specified,"La Caisse d'Epargne Ile-de-France, une banque régionale coopérative, recherche un Banquier au sein de son pôle de Banque de Développement Régional, rattaché à la Direction des Financements Structurés. Les principales responsabilités incluent la recherche d'opportunités commerciales, l'analyse et la structuration de dossiers de crédits pour les petites et moyennes entreprises, ainsi que la rédaction et la négociation de la documentation de crédit en collaboration avec les équipes juridiques.",https://www.glassdoor.fr/job-listing/j?jl=1009390536244
Acheteur Prestation Intellectuelle Informatique et Logiciels F/H,MBDA France,Le Plessis-Robinson,Not specified,2024-11-25,Not specified,achats de logiciels; SaaS; négociation de contrats; analyse des besoins; gestion de projet; identification des fournisseurs; gestion des risques; processus achat; suivi des commandes,anglais,Not specified,"The role within the **Indirect Procurement Division** focuses on managing software purchases and associated services, both ""on premise"" and ""SaaS,"" in alignment with the company's strategic transformation and digital evolution plans. The successful candidate will collaborate with the IT department and various business entities, primarily serving the needs expressed in France, while also engaging with international teams in the UK, Italy, and Germany.",https://www.glassdoor.fr/job-listing/j?jl=1009386956656
Mobility Strategy Analyst Intern,Edenred,Issy-les-Moulineaux,Internship,2024-11-25,Master's,Office (Excel; PowerPoint; Word); analytic skills; communication skills,French; English,Not specified,"Edenred is seeking a motivated intern for a 6-month position within its Mobility Strategy team, which is responsible for exploring growth opportunities in mobility services and products. As part of a team of five, the intern's main responsibilities will include supporting strategic studies in mobility markets and technologies, contributing to the development of a three-year business strategy, and participating in mergers and acquisitions processes.",https://www.glassdoor.fr/job-listing/j?jl=1009312246435
Avocat Junior | Droit social | Libéral | H/F,PwC,Neuilly,Not specified,2024-11-25,Master's,due diligence; legal research; writing consultations; team collaboration,English,Not specified,"PwC Société d'Avocats is seeking an Associate to join its social law team within the Transactions department, which specializes in supporting clients with their investment and divestment projects throughout various operational stages. The role involves participating in social law due diligence related to mergers and acquisitions (M&A), advising on national and international social law issues, drafting memorandums, conducting research and analyses, and preparing for meetings regarding social l...",https://www.glassdoor.fr/job-listing/j?jl=1009376957673
Business Analyst Finance (F/H),Dassault Systèmes,Vélizy,CDI,2024-11-25,Master's (Bac +5),IBM Cognos TM1; HTML; CSS; Visual Basics; project management; data analysis; business intelligence tools,English,Not specified,"Dassault Systèmes is seeking a candidate for a permanent position in Vélizy-Villacoublay, within the Corporate FP&A department, specifically in the FP&A Data Intelligence team. The role involves enhancing the performance of FP&A tools, managing projects related to tool development, and conducting functional administration and maintenance of budget/forecast applications.",https://www.glassdoor.fr/job-listing/j?jl=1009347629026
Alternance Business developer,native,Nogent,Not specified,2024-11-25,Not specified,commerce; marketing; communication; negotiation; office tools; CRM; initiative; autonomous work,English,Not specified,"Native, une entreprise dynamique et innovante dans le secteur de la vente au détail de boissons alternatives, recherche un Alternant Business Developer motivé et ambitieux pour rejoindre son équipe. Le candidat retenu sera responsable de la prospection et de l'identification de nouveaux clients dans le secteur de la restauration et des boissons, tout en cultivant des relations solides avec la clientèle existante.",https://www.glassdoor.fr/job-listing/j?jl=1009340363720
Consultant AMOA / Business Analyst confirmé sur de la Monétique H/F,OPEN,Levallois-Perret,CDI,2024-11-24,Not specified,Consultant AMOA; Business Analyst; Banque; Assurance; Monétique; Crédit; Conformité; Comptabilité; Réglementaire; Risque; KYC; Agile; Data; Cloud; DevOps; Modern Workplace,Anglais,Not specified,"Nous recherchons un Consultant AMOA / Business Analyst confirmé en Monétique pour renforcer notre équipe à Paris, qui compte près de 1500 collaborateurs et exerce dans divers secteurs tels que le public, la banque, l'assurance, et les télécommunications.",https://www.glassdoor.fr/job-listing/j?jl=1009001630358
Internship - Global Learning & Development F/H/X - Corporate,Chanel,Paris,Internship,2024-11-24,Not specified,Education Technology; Information Technology; Business; Project Management; Gen AI; Low-code; automation; data analysis; project management,English; French,Not specified,"CHANEL is looking for a proactive and detail-oriented intern to join its Global Learning & Development team, where the primary responsibilities will include supporting the development and adoption of a comprehensive learning platform, optimizing L&D processes, and enhancing data analytics capabilities.",https://www.glassdoor.fr/job-listing/j?jl=1009244736551
BUSINESS DEVELOPER - TEMPS PLEIN H/F,POK,Paris,CDI,2024-11-24,Not specified,Pack Office; Excel; expérience en négociation; prospection efficace; stratégie de suivi,Français; Anglais,Not specified,"La société POK®, fondée en 1976 et leader européen dans la fabrication de matériel de lutte contre l’incendie, recherche des candidats pour un poste en commercial et marketing. Les principales responsabilités incluent l’établissement de listes de clients potentiels, la prospection téléphonique, la compréhension des besoins des clients, la création d'offres adaptées, ainsi que le suivi des commandes et des relances clients.",https://www.glassdoor.fr/job-listing/j?jl=1009099111678
Architecte Cloud Azure - DSI - Ile de France,Sopra Steria,Paris,Not specified,2024-11-24,École d'Ingénieur ou formation universitaire équivalente,projets de transition d’infrastructure vers le cloud; modernisation d'applications dans le Cloud; Data Warehousing; Business Intelligence; conception technique; mise en œuvre d'architectures cloud,anglais,Not specified,"Sopra Steria, un acteur majeur de la technologie en Europe avec 56 000 collaborateurs, recherche un Architecte Cloud pour rejoindre sa Direction du Système d’Information. Ce rôle est essentiel pour assurer le bon fonctionnement des systèmes internes couvrant divers domaines tels que la RH, la Finance et le Commerce, en gérant un portefeuille de plus de 130 applications.",https://www.glassdoor.fr/job-listing/j?jl=1009133062389
Architecte Solution ESM – ServiceNow,Sopra Steria,Courbevoie,Not specified,2024-11-24,Bachelor's (Bac +5 d'une école d'Ingénieur ou équivalent),architecture de Systèmes d’Information; conception et mise en œuvre d’interfaces et API; programmation; gestion de projets informatiques; gestion d’équipes techniques; connaissance de la solution ServiceNow; modules ITx (ITSM; ITOM; ITAM; ITBM); SPM; CSM; SecOps; avant-vente; certifications ITIL; Scrum; TOGAF,English,Not specified,"Sopra Steria, un acteur majeur de la technologie en Europe, recherche un(e) Architecte pour intégrer son équipe C-NextGen au sein de la division Infrastructure & Cloud Services. Les principales responsabilités de ce poste incluent l'intégration technique de projets liés à ServiceNow, impliquant des tâches telles que la conception et la supervision de l'architecture, la coordination des équipes techniques, ainsi que la gestion des relations avec les clients et les décideurs.",https://www.glassdoor.fr/job-listing/j?jl=1009239145876
Business Developer -CDI/Freelance,RusHour,Paris,CDI,2024-11-24,Not specified,organisation; data analysis; verbal communication; written communication; adaptability; proposal generation; customer relationship management; understanding customer needs,French,35000.0 - 40000.0 EUR yearly,"RusHour, une entreprise française innovante dans le domaine de la FoodTech, recherche un Business Developer pour favoriser la croissance de ses activités en ligne au service des restaurants. Les principales responsabilités incluent la prospection et la génération d'opportunités commerciales en identifiant et convainquant les restaurateurs de tester la solution RusHour, orientée vers l'augmentation de leurs revenus en ligne.",https://www.glassdoor.fr/job-listing/j?jl=1009278728498
Business Developer Junior,KLEEVER,Puteaux,Not specified,2024-11-24,Bachelor/Master,prospection; vente; négociation; communication verbale; communication écrite; utilisation d'outils digitaux; autonomie; rigueur; détection d'opportunités,Not specified,25000.0 - 35000.0 EUR yearly,"KLEEVER is seeking a motivated Business Developer to thrive in its rapidly growing sales department. Key responsibilities include creating a client portfolio, prospecting new accounts through various channels (telephone, emails, LinkedIn), planning initial meetings, converting incoming leads, identifying business opportunities, and developing upsell strategies.",https://www.glassdoor.fr/job-listing/j?jl=1009278772486
Chargé.e de relation clients - 100% télétravail,Pennylane,Paris,Not specified,2024-11-24,"BTS CGO, DCG, DSCG, Master CCA",comptabilité; outils de travail innovants; nouvelles technologies; résolution de problèmes; maîtrise de l'outil Pennylane,anglais,Not specified,"Pennylane, une FinTech en forte croissance en France, offre une opportunité passionnante au sein de son équipe Partner Success, où le candidat contribuera activement à aider les utilisateurs comptables à maîtriser un logiciel de gestion financière. Les principales responsabilités incluent l'assistance aux utilisateurs par le biais d'un chat dédié, la formation sur les fonctionnalités avancées, et le suivi des demandes jusqu'à leur résolution.",https://www.glassdoor.fr/job-listing/j?jl=1009161047191
Consultant Manager Conformité - Assurance | CDI | H/F,PwC,Neuilly,CDI,2024-11-24,École de Commerce ou d’Ingénieur,Contrôle Interne; Conformité; Audit Interne; évaluation des risques; recommandations; pilotage des activités; conformité informatique; protection des intérêts des consommateurs; finance durable; lutte contre la fraude; lutte contre le blanchiment des capitaux; expérience d'encadrement; développement commercial; relations clients; analyse; synthèse; communication; prise de décision,Français; Anglais professionnel,Not specified,"The job opportunity is for a Consultant Manager in compliance within the FS Regulatory team at PwC, focusing on the insurance sector, including mutuals and brokerage firms. The main responsibilities include conducting diagnostic missions to ensure client compliance with regulations, identifying non-compliance risks, and providing operational support for implementing regulatory changes.",https://www.glassdoor.fr/job-listing/j?jl=1009296350581
Consultant débutant en Sustainability F/H,EY,Paris,Internship,2024-11-24,Not specified,analyses des risques; création de valeur par la Sustainability; développement de feuilles de routes; collecte et traitement de la donnée; pilotage de la performance extra-financière; construction d’une gouvernance intégrée; travail en équipe; adaptation à de nouveaux contextes de travail; sens relationnel; sens du service client; capacités d'analyse; capacités de réflexion; leadership,anglais,Not specified,"EY Consulting, acteur majeur en conseil en Europe, recherche des stagiaires de fin d’études passionnés par la transformation des organisations et les enjeux de durabilité pour rejoindre son Sustainability Center of Excellence. Les responsabilités incluent l'analyse des risques et des opportunités liées à la durabilité, le développement de feuilles de route collaborative, la mise en place d'outils pour la collecte et le traitement des données, ainsi que l'établissement d'une gouvernance intégr...",https://www.glassdoor.fr/job-listing/j?jl=1009274187042
Consultant(e) fonctionnel(le) – SAP – Business line SAP - Ile-de-France,Sopra Steria,Courbevoie,Not specified,2024-11-24,"Diplômé(e) d'une école d'Ingénieurs, école de commerce ou équivalent",SAP S/4HANA; customizing SAP; travail en équipe; communication; analyse des besoins; gestion du changement; formation continue; veille technologique,anglais professionnel,Not specified,"Sopra Steria, un acteur majeur de la technologie en Europe, recherche un consultant fonctionnel SAP pour intégrer sa Business Line SAP au sein de son agence parisienne. Les principales responsabilités incluent la participation aux migrations vers SAP S/4HANA, l'animation d'ateliers de conception, la personnalisation de solutions SAP en fonction des besoins des clients, ainsi que la gestion du changement par la formation des utilisateurs finaux.",https://www.glassdoor.fr/job-listing/j?jl=1009153312462
Business Manager Junior (H/F),Canopee Group,Paris,Not specified,2024-11-24,Not specified,Développement commercial; Analyse des besoins; Gestion de portefeuille client; Reporting; Management de consultants; Recrutement; Préparation de soutenances,Not specified,Not specified,"The company is seeking a Junior Business Manager to support its growth, focusing on three main areas: business development, consultant management, and recruitment contributions. The primary responsibilities include expanding and nurturing an existing client portfolio, prospecting for new accounts, analyzing client needs to develop solutions, ensuring quality and client satisfaction, and maintaining activity reports.",https://www.glassdoor.fr/job-listing/j?jl=1009207010837
Business Analyst Front Office (H / F),Taleo Consulting,Paris,Not specified,2024-11-24,Not specified,Business Analysis; Front Office Operations; Trading Operations; Sales Processes; Risk Management; Communication Skills; Requirements Definition; Project Management; Analytical Skills; Problem Solving,English,Not specified,"Taleo Consulting is seeking a Senior Front Office Business Analyst to enhance the operational efficiency for clients in the financial sector. The key responsibilities of the role include collaborating with Front Office teams to identify operational needs and propose IT solutions, analyzing business processes and existing systems to pinpoint improvement opportunities, and defining functional and technical requirements for Front Office projects.",https://www.glassdoor.fr/job-listing/j?jl=1008946545780
Consultant Senior | Technology Consulting | Secteur Banque et Assurance | CDI | H/F,PwC,Neuilly,CDI,2024-11-24,Not specified,Core Insurance Guidewire; SAP; Salesforce; Core Banking Systems; Data-Driven solutions; agile methodologies; Product Owner; Product Manager; Business Analyst; eco-design practices; Green IT; emerging technologies (GenIA; Blockchain; Cryptomonnaies; NFT; Quantum computing),English; French,Not specified,"The role of Senior Associate in the Consulting Financial Services department at our Paris office involves working with financial institutions, such as banks and insurance companies, to facilitate their technology and digital transformations while ensuring operational excellence and innovation.",https://www.glassdoor.fr/job-listing/j?jl=1009177201488
Consultant débutant data F/H - Paris,EY,Paris,Not specified,2024-11-24,Not specified,analyse statistique; traitement de données; analyse décisionnelle; déploiement de solutions technologiques; reporting,anglais,Not specified,"EY Consulting recherche des Consultants débutants en Data (F/H) pour rejoindre son équipe dynamique en Europe, spécialisée dans l’accompagnement des clients dans leurs transformations stratégiques et opérationnelles. Les principales responsabilités incluent l'analyse des données clients dans les domaines du CRM et du marketing, la collecte et l'exploitation des données selon les besoins métier, ainsi que la mise en œuvre de méthodologies adaptées.",https://www.glassdoor.fr/job-listing/j?jl=1009276854574
Ingénieur(e) PKI – Cybersécurité - Ile-de-France,Sopra Steria,Courbevoie,Not specified,2024-11-24,Diplômé(e) d’une école d’Ingénieurs en informatique ou équivalent,PKI; HSM; KMS; cryptographie; normes de sécurité; systèmes d'exploitation (Linux; Windows); recherche des pannes systèmes; systèmes de fichiers (NFS; SAN); environnements Cloud (AWS); administration des modules de sécurité; gestion du cycle de vie des certificats X.509; rédaction technique; documentation des processus,Not specified,Not specified,"Sopra Steria, un leader européen dans le secteur de la technologie, recherche un professionnel pour rejoindre son équipe Protect Trust au sein de la division Cyber. Le candidat retenu sera responsable de la documentation, de la mise en œuvre et de l'exploitation de l'infrastructure à clé publique (PKI), de la gestion des modules de sécurité hardware (HSM) et des systèmes de gestion des clés (KMS).",https://www.glassdoor.fr/job-listing/j?jl=1008986412456
Business Développer ESN H/F,Dunasys,Nanterre,CDI,2024-11-24,Bac+5 / Master,prospection commerciale; développement commercial; recrutement; encadrement de consultants,Not specified,38000.0 - 55000.0 EUR yearly,"Dunasys, une entreprise spécialisée dans les systèmes embarqués principalement pour l'industrie automobile et les véhicules connectés depuis 2007, recherche un Commercial/Business Developer pour renforcer son développement commercial, en particulier dans le secteur de l'assistance technique.",https://www.glassdoor.fr/job-listing/j?jl=1009188479577
Stagiaire Communication & Business Développement,PARME Avocats,Paris,Internship,2024-11-24,Bac +4/5,Communication; Business Development; Marketing Digital; Community Management; Appels d'Offres; Reporting,Not specified,Not specified,"Parme Avocats, a boutique law firm specializing in Public Business Law, is seeking a Communication & Business Development intern to join their dynamic team of 10 partners and 20 associates. This internship focuses on enhancing the firm's visibility and reputation through various responsibilities, including preparing submissions for legal rankings such as Chambers & Partners and Legal 500, managing the firm's social media and digital marketing efforts, and assisting with the preparation of ten...",https://www.glassdoor.fr/job-listing/j?jl=1009104133373
Business Development Associate - Paris,Deliveroo,Paris,Not specified,2024-11-24,"Bac+3, Bac+4",vente; négociation; communication; présentation; techniques de vente; marketing moderne; connaissance du marché de la livraison de repas,Not specified,Not specified,"Deliveroo is seeking a Business Development Associate to join their dynamic sales team, working closely with the Sales Manager. In this role, the main responsibilities include prospecting and developing relationships with potential restaurant partners, engaging in consistent daily cold calling, presenting the company’s services using an internal sales script, negotiating deals effectively, and achieving monthly sales targets.",https://www.glassdoor.fr/job-listing/j?jl=1008951407352
Business Analyst Intern - McKinsey Digital,McKinsey & Company,Paris,Internship,2024-11-23,Master's,computer science; telecommunications; engineering; analytics; IT modernization; digital strategy; digital transformation; agile; cybersecurity; digital marketing,French; English,Not specified,"The Business Analyst Intern position at McKinsey's Paris office offers students a six-month opportunity to engage actively with client teams in various projects related to IT modernization, digital strategy, and transformation. Interns will work in small groups to gather and analyze data, formulate hypotheses, and present recommendations to clients, while also implementing these strategies in collaboration with client teams.",https://www.glassdoor.fr/job-listing/j?jl=1008616094317
Intern - Operations (4-6 months),McKinsey & Company,Paris,Internship,2024-11-23,Bachelor's or Master's,analytical skills; quantitative problem-solving; operational strategy; supply chain management; purchasing; lean manufacturing; lean services; change transformations; product development; capital productivity,English; French,Not specified,"The internship at McKinsey’s Operations practice offers a dynamic opportunity for candidates to engage in solving complex operational challenges for clients. Interns will act as junior consultants, working closely with colleagues and clients from various industries to identify problems, formulate hypotheses, and conduct analyses that lead to actionable recommendations.",https://www.glassdoor.fr/job-listing/j?jl=1007411463161
Consulting Intern in Procurement / Supply Chain Management,"INVERTO, A BCG Company",Paris,Internship,2024-11-23,Master's,Power Point; Excel; analytical skills,French; English,Not specified,"The job description outlines a role focused on contributing to quantitative and qualitative analyses of purchasing practices and organizations for clients across various sectors, including industry, retail, consumer products, energy, financial services, and private equity. The main responsibilities involve optimizing purchasing and supply chain performance, participating in strategy implementation, and driving change at client sites.",https://www.glassdoor.fr/job-listing/j?jl=1007615727890
"Strategy Intern (m, f, x)",BrightHouse,Paris,Internship,2024-11-23,Not specified,PowerPoint; qualitative research; analytical thinking; creative thinking; communication; writing; organization,French; English,Not specified,"BrightHouse, a global creative consultancy under the Boston Consulting Group, is seeking a Strategy Intern to join their Paris office for a 6-month duration. This role involves supporting a Senior Strategist or Director by contributing to project deliverables primarily in PowerPoint, maintaining project plans, conducting research on companies, brands, and competitors, and assisting in stakeholder interviews while synthesizing key themes.",https://www.glassdoor.fr/job-listing/j?jl=1007991444773
