title,company,location,contract_type,posted_date,education_level,skills,languages,salary_range,description,url
Data Scientist Intern,Cisco,Prague,Internship,2023-10-01,"Bachelor's degree in Computer Science, Data Science, or related field",Python; Machine Learning; Data Analysis; Statistical Modeling,English,Not specified,"As a Data Scientist Intern at Cisco, you will work on data analysis, machine learning, and statistical modeling to help drive business decisions. You will collaborate with cross-functional teams to gather requirements and deliver insights.",https://skema.jobteaser.com/en/job-offers/b4753fe4-3dfd-4b57-8148-a9ef9b6ce186-cisco-data-scientist-intern-prague
Intern Securitisation (Verbriefung) and Asset-Backed Solutions for Corporates and Financial Institutions (m/f/d),HypoVereinsbank - UniCredit Deutschland,"Munich, Germany",Internship,Not specified,"Bachelor's degree in Finance, Economics, or a related field",Strong analytical skills; Proficiency in Microsoft Excel and PowerPoint; Understanding of financial markets and instruments,Fluent in English; German is a plus,Not specified,"As an intern in the Securitisation and Asset-Backed Solutions team, you will support the structuring and execution of securitisation transactions. You will work closely with various stakeholders, including clients, legal advisors, and internal teams, to ensure successful project delivery. Your tasks will include conducting market research, preparing presentations, and assisting in the preparation of transaction documentation.",https://skema.jobteaser.com/en/job-offers/0dfcbca6-162e-474e-bc5f-c584acb3b244-hypovereinsbank-unicredit-deutschland-intern-securitisation-verbriefung-and-asset-backed-solutions-for-corporates-and-financial-institutions-m-f-d
IT Coordinator,Sandvik IT Services,Sandviken,Full-time,2023-10-01,Bachelor's degree in Computer Science or related field,Project management; IT service management; Communication skills,English; Swedish,Not specified,"As an IT Coordinator at Sandvik IT Services, you will be responsible for coordinating IT activities and ensuring that IT services are delivered effectively. You will work closely with various teams to support IT operations and projects.",https://skema.jobteaser.com/en/job-offers/848e1099-6745-4af6-ac1d-ae80d4a3e182-sandvik-it-services-sandviken-it-coordinator
Deutsche Bank Internship (f/m/x) in Technology & Data Innovation 2025,Deutsche Bank,Berlin,Internship,Not specified,Currently enrolled in a university program,Programming skills; Analytical thinking; Team collaboration,English; German,Not specified,Join Deutsche Bank as an intern in Technology & Data Innovation. You will work on innovative projects that leverage technology to enhance banking services. This internship offers a unique opportunity to gain hands-on experience in a dynamic environment.,https://skema.jobteaser.com/en/job-offers/5fb1fbf6-42d5-4c94-ab80-2f93a3ec3a92-deutsche-bank-deutsche-bank-internship-f-m-x-in-technology-data-innovation-2025-berlin
Intern Debt Syndicate (Germany) (f/m/d),HypoVereinsbank - UniCredit Deutschland,Germany,Internship,Not specified,"Bachelor's degree or higher in Finance, Economics, or a related field",Analytical skills; Presentation skills; Market research,English; German,Not specified,"As an intern in the Debt Syndicate team, you will support the team in various tasks related to debt capital markets. This includes preparing presentations, conducting market research, and assisting in the execution of transactions. You will gain insights into the workings of the capital markets and develop your analytical skills.",https://skema.jobteaser.com/en/job-offers/49af17ed-ae28-4e3d-bf43-1453311feec3-hypovereinsbank-unicredit-deutschland-intern-debt-syndicate-germany-f-m-d
International Client Data Analyst Intern,Cartier,"Paris, France",Internship,"October 10, 2023","Bachelor's degree in Business, Data Science, or related field",Data analysis; Excel; SQL; Power BI,English; French,Not specified,"As an International Client Data Analyst Intern at Cartier, you will support the team in analyzing client data to enhance customer experience and drive business decisions. You will work closely with various departments to ensure data accuracy and integrity.",https://skema.jobteaser.com/en/job-offers/eca9ed07-b58a-4b29-9b61-cb73040d14a5-cartier-international-client-data-analyst-intern
Wholesale Sales Operation Intern (12 Month FTC),Montblanc International GmbH,"London, United Kingdom",Internship,Not specified,Bachelor's degree or equivalent,Analytical skills; Attention to detail; Proficiency in Microsoft Excel; Strong communication skills,English; German,Not specified,"As a Wholesale Sales Operation Intern at Montblanc, you will support the sales team in various operational tasks. This includes managing sales data, assisting in the preparation of sales reports, and coordinating with different departments to ensure smooth operations. You will gain valuable insights into the luxury goods industry and develop your skills in sales operations.",https://skema.jobteaser.com/en/job-offers/5722bdfe-d071-4e0e-a2a8-2221a55d9f2a-montblanc-international-gmbh-wholesale-sales-operation-intern-12-month-ftc
Internship - Enablement of Data-Driven AI Development in Technical Development (f/m/d),Audi,"Ingolstadt, Germany",Internship,2023-10-01,"Bachelor's degree in Computer Science, Engineering, or related field","Data analysis; Machine learning; Programming (Python, R); Statistical modeling",English; German,Not specified,"As an intern in the Technical Development department at Audi, you will support the enablement of data-driven AI development. Your tasks will include collaborating with cross-functional teams, analyzing data sets, and contributing to the development of AI models. You will gain hands-on experience in a dynamic environment and have the opportunity to work on innovative projects that shape the future of mobility.",https://skema.jobteaser.com/en/job-offers/5c704ecc-16d1-46cc-b1b1-6748f6ae9222-audi-internship-enablement-of-data-driven-ai-development-in-technical-development-f-m-d
Back End Developer,New Human Centered Social Network Startup,Remote,Full-time,2023-10-01,Bachelor's degree in Computer Science or related field,Node.js; Express; MongoDB; RESTful APIs; Git,English; French,Not specified,"We are looking for a Back End Developer to join our team. You will be responsible for building and maintaining the server-side logic, ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well.",https://skema.jobteaser.com/en/job-offers/8731d6cc-5d15-4439-8dca-168177c57245-lifebonder-back-end-developer-at-new-human-centered-social-network-startup
Consultant(e) en Recrutement H/F - Stage,Bruce,"Paris, France",Stage,2023-10-01,Bac +3 minimum,Excellentes compétences en communication; Capacité à travailler en équipe; Sens de l'organisation,Français; Anglais,600€ - 800€,Bruce est une entreprise innovante spécialisée dans le recrutement. Nous recherchons un(e) consultant(e) en recrutement pour rejoindre notre équipe dynamique. Vous serez responsable de la recherche et de la sélection de candidats pour nos clients. Ce stage vous permettra de développer vos compétences en recrutement et en gestion de projet.,https://skema.jobteaser.com/en/job-offers/b81df900-51c4-46d1-8788-95268673f955-bruce-consultant-e-en-recrutement-h-f-stage
Odoo Talent Acquisition Internship,Odoo,Remote,Internship,2023-10-01,Bachelor's degree or equivalent,Recruitment; Communication; Teamwork; Problem-solving,English; French,Not specified,"Join Odoo as a Talent Acquisition Intern and help us find the best talent for our growing company. You will be involved in the recruitment process, from sourcing candidates to conducting interviews and onboarding new hires.",https://skema.jobteaser.com/en/job-offers/e79b3805-0f14-4cc5-a378-1f517048efc7-odoo-talent-acquisition-internship
Nordic PR Intern,Samsoe Samsoe,"Copenhagen, Denmark",Internship,2023-10-01,Currently enrolled in a relevant degree program,Excellent communication skills; Strong organizational skills; Ability to work independently and as part of a team; Familiarity with social media platforms,Fluent in English; Proficiency in Danish or another Nordic language is a plus,Not specified,"As a Nordic PR Intern at Samsoe Samsoe, you will assist in the development and execution of PR strategies across the Nordic region. Your responsibilities will include supporting the PR team in daily tasks, managing media lists, and assisting with event planning. You will also have the opportunity to contribute to content creation for press releases and social media.",https://skema.jobteaser.com/en/job-offers/286865a1-426a-4c52-a7f0-baa2811fe16a-samsoe-samsoe-nordic-pr-intern
Ericsson Graduate Roles - NextGen Tech Team,Ericsson,Various locations,Graduate Program,October 2023,Bachelor's degree or higher in a relevant field,Programming; Data Analysis; Cloud Technologies; Networking,English; Other languages are a plus,Not specified,Join our NextGen Tech Team as a graduate and be part of a dynamic environment where you can grow your skills and contribute to innovative projects. You will work alongside experienced professionals and gain hands-on experience in cutting-edge technologies.,https://skema.jobteaser.com/en/job-offers/a577947b-1bfb-47e9-a216-77d3489762d9-ericsson-graduate-roles-nextgen-tech-team
Stage Département Wealth Planning H/F,Edmond de Rothschild,"Paris, France",Internship,2023-10-01,Master's degree in Finance or related field,Financial analysis; Client relationship management; Strategic planning,French; English,Not specified,Join our Wealth Planning department as an intern and assist in providing tailored financial solutions to our clients. You will work closely with our team to analyze client needs and develop strategies that align with their financial goals.,https://skema.jobteaser.com/en/job-offers/ac871fa3-dfef-462d-8bc3-7696558842d6-edmond-de-rothschild-stage-departement-wealth-planning-h-f
Strategy and Business Development,Ørsted,"Copenhagen, Denmark",Full-time,2023-10-01,Master's degree in Business Administration or related field,Strategic thinking; Analytical skills; Project management; Communication skills,English; Danish,Not specified,Join Ørsted's Strategy and Business Development team to drive our growth strategy and support our business development initiatives. You will work closely with cross-functional teams to identify new opportunities and develop strategic plans.,https://skema.jobteaser.com/en/job-offers/16eb8eaa-9fe1-446d-bd3b-c7dd586b4ba9-orsted-strategy-and-business-development
Internship - Global Marketing Hair,Henkel,"Düsseldorf, Germany",Internship,2023-10-01,"Bachelor's degree in Marketing, Business Administration, or related field",Strong analytical skills; Excellent communication skills; Proficiency in Microsoft Office Suite; Creative thinking,English; German,Not specified,"Join our team at Henkel and help us shape the future of hair care! As an intern in our Global Marketing team, you will support the development and execution of marketing strategies for our hair care brands. You will work closely with cross-functional teams and gain valuable insights into the beauty industry.",https://skema.jobteaser.com/en/job-offers/784df42a-3559-41ea-9360-0c91e7f91d6b-henkel-internship-global-marketing-hair
Intern in the Information Technology Department - Information Management,European Space Agency (ESA),"Frascati, Italy",Internship,2023-10-01,Bachelor's degree in Computer Science or related field,Data analysis; System support; Project management,English; French,Not specified,"The European Space Agency (ESA) is looking for an intern to join the Information Technology Department. The intern will assist in various information management tasks, including data analysis, system support, and project management. This role offers a unique opportunity to gain hands-on experience in a dynamic environment.",https://skema.jobteaser.com/en/job-offers/7b8638ac-2625-4cf3-a110-90a0e52bd29f-european-space-agency-esa-intern-in-the-information-technology-department-information-management
Internship - Global Strategic Sales Excellence PMO,Henkel,"Düsseldorf, Germany",Internship,2023-10-01,Bachelor's degree in Business Administration or related field,Analytical skills; Proficiency in Microsoft Excel; Presentation skills,English; German,Not specified,"Join our Global Strategic Sales Excellence team as an intern and support our projects in the area of sales strategy and excellence. You will work closely with our sales teams and gain insights into our business processes. Your tasks will include analyzing sales data, preparing presentations, and supporting the implementation of strategic initiatives.",https://skema.jobteaser.com/en/job-offers/cd2e375d-b184-4720-b2a8-3988a5a238bd-henkel-internship-global-strategic-sales-excellence-pmo
Service Delivery Manager,HCL Technologies Sweden AB,Sweden,Full-time,2023-10-01,Bachelor's Degree,Project Management; Team Leadership; Client Relationship Management,English; Swedish,Competitive,HCL Technologies is looking for a Service Delivery Manager to oversee the delivery of IT services to our clients. The ideal candidate will have experience in managing teams and ensuring client satisfaction.,https://skema.jobteaser.com/en/job-offers/0c7ca5da-40a7-49f5-aee0-185dd8a3df50-hcl-technologies-sweden-ab-sdm
PT Development Engineer Trainee,Ericsson Limited,"Lisbon, Portugal",Internship,2023-10-01,Bachelor's degree in Computer Science or related field,Programming in Java; Software Development; Problem Solving,English; Portuguese,Not specified,"As a PT Development Engineer Trainee, you will be part of a team that is responsible for developing and maintaining software solutions. You will work closely with experienced engineers and gain hands-on experience in software development, testing, and deployment.",https://skema.jobteaser.com/en/job-offers/c1b473d5-33bd-4cee-81f2-ad4caa5c42b6-ericsson-limited-pt-development-engineer-trainee
Airbus Discover I 2025-2026 - Loads & Aeroelastics Internship,Airbus,"Toulouse, France",Internship,2023-10-01,Master's degree in Aerospace Engineering or related field,Knowledge of aerodynamics; Experience with structural analysis software; Strong analytical skills,English; French,Not specified,"Join Airbus as an intern in the Loads & Aeroelastics department for the 2025-2026 academic year. You will work on various projects related to aerodynamics and structural analysis, contributing to the development of innovative aerospace solutions.",https://skema.jobteaser.com/en/job-offers/8e83bf9d-524e-4922-8151-a4a224e5be3e-airbus-discover-i-2025-2026-loads-aeroelastics-internship
Systematic Internship - Data Scientist,SKEMA Business School,France,Internship,2023-10-01,Master's degree in Data Science or related field,Python; Machine Learning; Data Analysis; Statistical Modeling,English; French,Not specified,"Join our team as a Data Scientist intern where you will work on various data-driven projects, utilizing your analytical skills to derive insights and support decision-making processes.",https://skema.jobteaser.com/en/job-offers/ecef7d69-ded8-4929-846d-2fd6ca3e146a-systematic-internship-data-scientist
Growth Marketing Analyst Intern - Spanish Market,Papernest,Barcelona,Internship,2023-10-01,"Bachelor's degree in Marketing, Business, or related field",Data analysis; Digital marketing; SEO; Content creation,Spanish; English,Not specified,"As a Growth Marketing Analyst Intern, you will be responsible for supporting the marketing team in various growth initiatives aimed at the Spanish market. Your tasks will include analyzing market trends, assisting in the development of marketing strategies, and collaborating with cross-functional teams to drive user acquisition.",https://skema.jobteaser.com/en/job-offers/bb62feba-bfd9-40f4-8df0-165443f7a29e-papernest-growth-marketing-analyst-intern-spanish-market-barcelona
SEO Graduate,Reply,Remote,Internship,2023-10-01,Bachelor's Degree in Marketing or related field,SEO; Google Analytics; Content Marketing,English; French,Not specified,Join Reply as an SEO Graduate and help us optimize our online presence. You will work closely with our marketing team to develop and implement SEO strategies.,https://skema.jobteaser.com/en/job-offers/15df692a-c8db-46c0-95b3-efbd00f55545-reply-seo-graduate-10424
Software Engineer - Launch Graduate Program 2025,Mastercard Payment Services Denmark A/S,"Copenhagen, Denmark",Graduate Program,October 2023,Bachelor's degree in Computer Science or related field,"Programming in Java, C++, or Python; Understanding of software development methodologies; Problem-solving skills",English,Not specified,"Join Mastercard's Launch Graduate Program, where you will have the opportunity to work on innovative projects and develop your skills in software engineering. This program is designed for recent graduates who are passionate about technology and eager to make an impact in the financial services industry.",https://skema.jobteaser.com/en/job-offers/00d8aa9b-c2ca-4a29-ba35-df82bc806246-mastercard-payment-services-denmark-a-s-software-engineer-launch-graduate-program-2025-copenhagen-denmark
Danish Sales Development Consultant,Vaekst,Malmo,Full-time or Part-time,Not specified,Bachelor's degree or equivalent,Sales experience; Excellent communication skills; Ability to work independently,Danish; English,Not specified,We are looking for a Danish Sales Development Consultant to join our team in Malmo. The ideal candidate will be responsible for generating new business opportunities and managing client relationships. You will work closely with our sales team to identify potential clients and develop strategies to engage them.,https://skema.jobteaser.com/en/job-offers/f492d808-7915-430c-ad61-ab343719247c-vaekst-danish-sales-development-consultant-based-in-malmo-full-time-or-part-time
International Commercial Growth Intern,Cartier,"Paris, France",Internship,2023-10-01,"Bachelor's degree in Business, Marketing, or related field",Analytical skills; Communication skills; Proficiency in Microsoft Office Suite; Knowledge of market research techniques,English; French,Not specified,"As an International Commercial Growth Intern at Cartier, you will support the team in various projects aimed at enhancing our commercial strategies and expanding our market presence. Your responsibilities will include conducting market research, analyzing sales data, and assisting in the development of marketing campaigns.",https://skema.jobteaser.com/en/job-offers/68e250bd-bbba-4965-9523-9a7d246e6a3b-cartier-international-commercial-growth-intern
Internship - Noise and Vibration Measurement Engineering,Siemens Gamesa Renewable Energy,Not specified,Internship,Not specified,Not specified,Data analysis; Measurement techniques; Engineering principles,English,Not specified,"Siemens Gamesa Renewable Energy is looking for an intern to assist in noise and vibration measurement engineering. The role involves conducting measurements, analyzing data, and supporting the engineering team in various projects.",https://skema.jobteaser.com/en/job-offers/9762ff57-1ace-4b18-9d28-fad6a85ba852-siemens-gamesa-renewable-energy-internship-noise-and-vibration-measurement-engineering
Internship - Global HR Business Partnering,Henkel,"Düsseldorf, Germany",Internship,2023-10-01,"Bachelor's degree in Human Resources, Business Administration, or related field",Strong analytical skills; Excellent communication skills; Proficiency in Microsoft Office Suite,English; German,Not specified,"Join Henkel’s Global HR Business Partnering team as an intern and gain valuable experience in HR strategy and operations. You will support various HR initiatives, work on projects that enhance employee engagement, and collaborate with cross-functional teams.",https://skema.jobteaser.com/en/job-offers/4eab28b7-96a6-42da-98b6-aba585a7dac8-henkel-internship-global-hr-business-partnering
Business Service Design Intern,Lolox Design Lab,Remote,Internship,2023-10-01,"Bachelor's degree in Design, Business, or related field",Service design; User research; Prototyping; Collaboration,English; French,Not specified,"Join Lolox Design Lab as a Business Service Design Intern. You will work closely with our team to develop innovative service design solutions. Your role will involve conducting research, analyzing user needs, and collaborating on design projects.",https://skema.jobteaser.com/en/job-offers/7a02138e-32a3-4c6f-983d-e187f225c6c8-loloxdesign-lab-business-service-design-intern
Stage Reporting Transactionnel H/F,Edmond de Rothschild,"Paris, France",Internship,2023-10-01,Bachelor's degree in Finance or related field,Analytical skills; Proficiency in Excel; Attention to detail,French; English,Not specified,Join our team as an intern in the Transactional Reporting department. You will assist in the preparation of financial reports and gain valuable experience in the finance sector.,https://skema.jobteaser.com/en/job-offers/a2026c25-57be-42af-a699-6a17da7e9dd9-edmond-de-rothschild-stage-reporting-transactionnel-h-f
Internship Global Marketing - Henkel Consumer Brands - Schauma,Henkel,Schauma,Internship,2023-10-01,Bachelor's degree or equivalent,Marketing knowledge; Analytical skills; Project management,English; German,Not specified,"Join Henkel as an intern in our Global Marketing team for Henkel Consumer Brands, focusing on the Schauma brand. You will support the team in various marketing activities, including market analysis, campaign development, and product launches.",https://skema.jobteaser.com/en/job-offers/fe38cc78-1e40-4f3b-8e36-553fd6998db9-henkel-internship-global-marketing-henkel-consumer-brands-schauma
Amazon Associate Professional Services Consultant Intern 2025 - AWS,Amazon,Various Locations,Internship,2023-10-01,Bachelor's degree or equivalent,Cloud Computing; Project Management; Consulting,English; Spanish,Not specified,"Join Amazon Web Services (AWS) as an Associate Professional Services Consultant Intern. In this role, you will work with customers to help them achieve their goals using AWS services. You will gain hands-on experience in cloud computing and develop your skills in consulting and project management.",https://skema.jobteaser.com/en/job-offers/a1a0d079-9d2c-47fa-8b5f-6d19888643ee-amazon-associate-professional-services-consultant-intern-2025-aws
Internship Corporate Sales,Lufthansa Technik AG,Germany,Internship,2023-10-01,Bachelor's degree or equivalent,Communication skills; Analytical skills; Proficiency in Microsoft Office,English; German,Not specified,"Lufthansa Technik AG is looking for an intern in Corporate Sales. The intern will assist in various sales activities, including market research, customer engagement, and support in preparing sales presentations.",https://skema.jobteaser.com/en/job-offers/3bc47040-2c2b-4135-9cc6-31e1e142e8ee-lufthansa-technik-ag-internship-corporate-sales
Video Artist Intern,Sybo Games,Copenhagen,Internship,Not specified,Not specified,Video editing; Animation; Graphic design,English,Not specified,"As a Video Artist Intern at Sybo Games, you will be responsible for creating engaging video content that showcases our games. You will work closely with the marketing team to develop video assets for various platforms. This role requires creativity, attention to detail, and a passion for gaming.",https://skema.jobteaser.com/en/job-offers/524bd2ce-8d96-482f-a397-87137ae0acfe-sybo-games-video-artist-intern-students-and-internships-copenhagen
Creative Services Intern,GroupM,"Copenhagen, Denmark",Internship,2023-10-01,Bachelor's degree in a relevant field,Creative thinking; Graphic design; Communication skills; Team collaboration,English; Danish,Not specified,"As a Creative Services Intern at GroupM, you will assist in the development of creative solutions for our clients. You will work closely with the creative team to produce high-quality content and support various projects.",https://skema.jobteaser.com/en/job-offers/7807a276-18ae-443a-aba3-d20da5ed69db-groupm-danmark-creative-services-intern-at-groupm-copenhagen-denmark
Product Test Engineering Intern (m/f/d),Texas Instruments,Germany,Internship,2023-10-01,Bachelor's degree in Engineering or related field,Analytical skills; Problem-solving; Attention to detail; Team collaboration,English; German,Not specified,"As a Product Test Engineering Intern at Texas Instruments, you will be involved in testing and validating new products. You will work closely with design engineers to ensure that products meet specifications and quality standards. This role will provide you with hands-on experience in a fast-paced environment.",https://skema.jobteaser.com/en/job-offers/3295596d-7d7c-4a52-858d-0badde60cc9c-texas-instruments-product-test-engineering-intern-m-f-d
Unity Developer,Geoguessr,Remote,Full-time,2023-10-01,Bachelor's degree in Computer Science or related field,Unity; C#; Game Development; Version Control,English,Competitive salary,"As a Unity Developer at Geoguessr, you will be responsible for developing and maintaining our game features. You will work closely with designers and other developers to create engaging gameplay experiences.",https://skema.jobteaser.com/en/job-offers/5bb2c6b5-7c72-4e34-a1fb-a509eec89158-geoguessr-unity-developer
Brand Marketing Intern,Gubi A/S,"Copenhagen, Denmark",Internship,2023-10-01,"Bachelor's degree in Marketing, Business, or related field",Strong communication skills; Proficiency in social media platforms; Basic knowledge of graphic design tools,English; Danish,Not specified,"As a Brand Marketing Intern at Gubi A/S, you will assist in the development and execution of marketing strategies to enhance brand visibility and engagement. You will work closely with the marketing team to support various projects, including social media campaigns, content creation, and market research.",https://skema.jobteaser.com/en/job-offers/f07d29bd-3436-4ac7-9676-f27bd37180fd-gubi-a-s-brand-marketing-intern
Internship,AB InBev,Prague,Internship,2023-10-01,Bachelor's degree or equivalent,Analytical skills; Communication skills; Teamwork,English; Czech,Not specified,Join AB InBev as an intern in Prague and gain valuable experience in the beverage industry. You will work closely with our team to support various projects and initiatives.,https://skema.jobteaser.com/en/job-offers/2ec4c8db-4131-4924-adac-ad980d7c0298-ab-inbev-europe-internship-prague
Internship - HR Processes,Henkel,"Düsseldorf, Germany",Internship,2023-10-01,Bachelor's degree in Human Resources or related field,Strong communication skills; Analytical thinking; Proficiency in Microsoft Office,English; German,Not specified,"Join Henkel as an intern in our HR Processes team. You will support various HR projects and initiatives, gaining valuable experience in the field of human resources. Your responsibilities will include assisting with recruitment processes, employee onboarding, and HR data management.",https://skema.jobteaser.com/en/job-offers/7a605929-60f5-48b3-a070-ee35a744767a-henkel-internship-hr-processes
Intern PMO Project Coordination (f/m/d),Deutsche Börse Group,"Frankfurt am Main, Germany",Internship,2023-10-01,"Bachelor's degree or higher in Business Administration, Project Management, or a related field",Project management; Analytical skills; Communication skills; Teamwork,English; German,Not specified,"As an intern in the PMO Project Coordination team, you will support various project management activities, including planning, monitoring, and reporting. You will work closely with project managers and stakeholders to ensure project objectives are met.",https://skema.jobteaser.com/en/job-offers/9ad51292-897a-465d-b59a-612e01520036-deutsche-borse-group-intern-pmo-project-coordination-f-m-d
Stage Portfolio Management Desk - Exclusive Advisory (H/F),Edmond de Rothschild,"Paris, France",Internship,2023-10-01,Master's degree in Finance or related field,Financial analysis; Investment strategies; Data analysis; Microsoft Excel,English; French,Not specified,"Join our Portfolio Management Desk as an intern and gain hands-on experience in exclusive advisory services. You will assist in analyzing investment opportunities, preparing reports, and supporting the team in various projects.",https://skema.jobteaser.com/en/job-offers/392aa3fa-5dde-4189-a6cc-306eff8803ff-edmond-de-rothschild-stage-portfolio-management-desk-exclusive-advisory-h-f
Sopra Steria Next Stage: État de l'art des solutions open source pour l'utilisation de modèles de langage (LLM) sur des réseaux isolés - Défense/Sécurité,Sopra Steria,Le Plessis-Robinson,CDI,2023-10-01,Master's degree in Computer Science or related field,Experience with open-source LLM frameworks; Strong programming skills in Python; Knowledge of network security protocols; Ability to work in isolated environments,French; English,Not specified,"Sopra Steria Next Stage is looking for a candidate to work on state-of-the-art open-source solutions for the use of language models (LLM) on isolated networks, specifically in the defense and security sectors. The role involves developing and implementing innovative solutions that leverage LLM technology while ensuring compliance with security protocols.",https://skema.jobteaser.com/en/job-offers/1d4e7f7b-b5ae-4e1e-848d-c3c10cc3e6e1-sopra-steria-next-stage-etat-de-l-art-des-solutions-open-source-pour-l-utilisation-de-modeles-de-langage-llm-sur-des-reseaux-isole-defense-securite-le-plessis-robinson
Intern for Market Intelligence,Salling Group A/S,Denmark,Internship,2023-10-01,Bachelor's degree or equivalent,Data analysis; Market research; Communication,English; Danish,Not specified,"As an intern for Market Intelligence at Salling Group, you will be involved in various projects that support our strategic decision-making processes. You will analyze market trends, gather data, and provide insights that will help shape our business strategies.",https://skema.jobteaser.com/en/job-offers/eecec69d-5a6e-4d49-ad2a-a3910e0ef756-salling-group-a-s-intern-for-market-intelligence-salling-group
Supply Chain Internship - Project Engineering,Barilla Group,"Parma, Italy",Internship,2023-10-01,Bachelor's degree in Engineering or related field,Project management; Data analysis; Communication,English; Italian,Not specified,Join Barilla as a Supply Chain Intern in Project Engineering. You will support the team in various projects aimed at optimizing supply chain processes. This role offers a unique opportunity to gain hands-on experience in a global food company.,https://skema.jobteaser.com/en/job-offers/53710db9-6219-408d-90c5-eba454a3e4af-barilla-group-supply-chain-internship-project-engineering
Zero to One Architect - Venture Builder,Kring,Remote,Full-time,2023-10-01,Bachelor's degree in Computer Science or related field,Software Development; Cloud Computing; Agile Methodologies; Product Management,English; French,"€60,000 - €80,000","As a Zero to One Architect at Kring, you will lead the development of innovative ventures from concept to launch. You will work closely with cross-functional teams to design and implement scalable solutions that address market needs. Your role will involve strategic planning, technical architecture, and hands-on development.",https://skema.jobteaser.com/en/job-offers/95d9d7ff-56c1-4618-b8a8-3db833f6693c-kring-zero-to-one-architect-venture-builder
Product Owner,Leia Health,Remote,Full-time,2023-10-01,Bachelor's degree in a relevant field,Agile methodologies; Product management; Stakeholder management; Data analysis,English; French,"€50,000 - €70,000","As a Product Owner at Leia Health, you will be responsible for defining the product vision and roadmap, collaborating with cross-functional teams to deliver high-quality products that meet customer needs.",https://skema.jobteaser.com/en/job-offers/a8f74c8a-75dd-432a-910f-f3162e35eed8-leia-health-product-owner
Talent Acquisition Specialist - Corporate Positions,Selectra,Remote,Internship,2023-10-01,Bachelor's degree in Human Resources or related field,Excellent communication skills; Strong organizational skills; Ability to work in a fast-paced environment; Proficiency in using recruitment software,English; French,Not specified,"As a Talent Acquisition Specialist at Selectra, you will be responsible for sourcing, attracting, and interviewing candidates for various corporate positions. You will work closely with hiring managers to understand their needs and help them find the best talent. Your role will involve creating job descriptions, posting job ads, and managing the recruitment process from start to finish.",https://skema.jobteaser.com/en/job-offers/c5229c7d-7d8d-43e4-a6a3-1feacbe19512-selectra-talent-acquisition-specialist-corporate-positions-stage
Internship - Flexship Wi-Fi Test Support,Deutsche Telekom AG,Germany,Internship,2023-10-01,Bachelor's degree in Computer Science or related field,Wi-Fi technology; Network testing; Documentation skills,English; German,Not specified,"As an intern in the Flexship Wi-Fi Test Support team, you will assist in testing and validating Wi-Fi solutions. Your responsibilities will include conducting tests, documenting results, and collaborating with the engineering team to improve product performance.",https://skema.jobteaser.com/en/job-offers/b80e4f76-a06d-4273-a3d8-89f12ff291c8-deutsche-telekom-ag-internship-flexship-wi-fi-test-support
Principal Data Analyst,Driversnote Aps,"Copenhagen, Denmark",Full-time,2023-10-01,"Master's degree in Data Science, Statistics, or a related field",Data analysis; Statistical modeling; Data visualization; SQL; Python,English; Danish,Not specified,"As a Principal Data Analyst at Driversnote, you will lead data-driven projects, analyze complex datasets, and provide actionable insights to drive business decisions. You will work closely with cross-functional teams to enhance our data capabilities and support strategic initiatives.",https://skema.jobteaser.com/en/job-offers/89570ae7-47b1-43a7-ab64-0c72d9071406-driversnote-aps-principal-data-analyst
Cisco Partner Operations Specialist - Early in Career,Cisco,Remote,Full-time,"October 1, 2023",Bachelor's degree or equivalent experience,Strong communication skills; Analytical thinking; Problem-solving abilities; Familiarity with Cisco products,English; Spanish,Not specified,"As a Cisco Partner Operations Specialist, you will be responsible for supporting our partners in their journey with Cisco. You will work closely with various teams to ensure that our partners have the resources and support they need to succeed. This role is ideal for someone who is passionate about technology and eager to learn more about the Cisco ecosystem.",https://skema.jobteaser.com/en/job-offers/fd5daf71-3315-494c-b4e1-d378af34625d-cisco-partner-operations-specialist-early-in-career
Internship - Business Development Strategy,Henkel,"Paris, France",Internship,2023-10-01,Bachelor's degree or higher in Business Administration or related field,Analytical skills; Communication skills; Project management; Proficiency in Microsoft Office,English; French,Not specified,"Join Henkel as an intern in the Business Development Strategy team. You will support the team in various strategic projects, conduct market analysis, and assist in the development of business strategies. This is a great opportunity to gain hands-on experience in a dynamic environment.",https://skema.jobteaser.com/en/job-offers/4cbee6a3-1222-419e-8e7a-346ede4130c1-henkel-internship-business-development-strategy
Product Designer,Pleo Technologies,"Copenhagen, Denmark",Full-time,2023-10-01,Bachelor's degree in Design or related field,User Interface Design; User Experience Design; Prototyping; Wireframing; Interaction Design,English; Danish,Competitive salary,"As a Product Designer at Pleo, you will be responsible for creating user-centered designs that enhance the overall user experience. You will collaborate with product managers and engineers to deliver high-quality design solutions.",https://skema.jobteaser.com/en/job-offers/8f413522-2d04-45c3-b87a-0d6a73bfaa6b-pleo-technologies-product-designer
